epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,925.517,0.72034,0.6921,1.2262,0.93958,0.8844,0.94465,0.75786,0.72102,0.58665,1.17233,0.00124037,0.00124037,0.00124037
22,968.856,0.72102,0.67865,1.22391,0.91938,0.90181,0.936,0.75485,0.716,0.59315,1.15983,0.00123094,0.00123094,0.00123094
23,1012.02,0.71697,0.68565,1.21804,0.927,0.91715,0.94932,0.7864,0.71649,0.54806,1.15422,0.00122151,0.00122151,0.00122151
24,1055.81,0.69608,0.67292,1.21642,0.91815,0.89141,0.93298,0.76839,0.6658,0.57652,1.13309,0.00121208,0.00121208,0.00121208
25,1100.83,0.71391,0.67214,1.21702,0.9293,0.88585,0.94242,0.77377,0.71165,0.58503,1.16845,0.00120265,0.00120265,0.00120265
26,1144.87,0.68407,0.64719,1.20204,0.94496,0.89316,0.94794,0.78427,0.6932,0.55618,1.13734,0.00119322,0.00119322,0.00119322
27,1188.33,0.68593,0.64268,1.20086,0.92873,0.91926,0.94783,0.78188,0.68272,0.54788,1.14468,0.00118378,0.00118378,0.00118378
28,1231.57,0.69031,0.64824,1.20259,0.9193,0.90442,0.95358,0.78502,0.66558,0.51187,1.12977,0.00117435,0.00117435,0.00117435
29,1275.34,0.67872,0.63762,1.19879,0.89616,0.92928,0.94994,0.78995,0.68098,0.52325,1.14295,0.00116492,0.00116492,0.00116492
30,1319.28,0.68635,0.62727,1.19893,0.93763,0.89925,0.95551,0.77654,0.69964,0.54755,1.15516,0.00115549,0.00115549,0.00115549
31,1363.34,0.67201,0.61611,1.1873,0.89998,0.91864,0.94668,0.77238,0.69615,0.56498,1.14897,0.00114606,0.00114606,0.00114606
32,1407.9,0.66567,0.6077,1.18896,0.92993,0.91913,0.95727,0.79065,0.70088,0.53288,1.15739,0.00113663,0.00113663,0.00113663
33,1452.47,0.67241,0.60643,1.18682,0.93441,0.87958,0.94683,0.78742,0.68607,0.55113,1.14254,0.0011272,0.0011272,0.0011272
34,1496.21,0.66173,0.59782,1.18412,0.92539,0.91837,0.95794,0.78988,0.70504,0.53209,1.13266,0.00111776,0.00111776,0.00111776
35,1540.08,0.66966,0.61331,1.19482,0.92554,0.92825,0.96087,0.79969,0.66376,0.49888,1.11235,0.00110833,0.00110833,0.00110833
36,1584.32,0.65979,0.59837,1.18086,0.96384,0.90389,0.95757,0.80759,0.62815,0.49288,1.08606,0.0010989,0.0010989,0.0010989
37,1628.34,0.65147,0.58443,1.17671,0.92771,0.90677,0.95361,0.79064,0.69003,0.53153,1.15814,0.00108947,0.00108947,0.00108947
38,1672.16,0.64764,0.57042,1.1708,0.92176,0.93019,0.95466,0.79647,0.66021,0.52185,1.1166,0.00108004,0.00108004,0.00108004
39,1715.33,0.62915,0.55828,1.16555,0.93856,0.90025,0.95672,0.80459,0.64302,0.50926,1.09978,0.00107061,0.00107061,0.00107061
40,1759.62,0.64743,0.57681,1.17474,0.9377,0.93303,0.96772,0.81214,0.64831,0.47534,1.10613,0.00106118,0.00106118,0.00106118
41,1804.79,0.64617,0.57172,1.17087,0.94013,0.89847,0.9522,0.80713,0.62074,0.49987,1.08261,0.00105174,0.00105174,0.00105174
42,1848.88,0.63443,0.55663,1.16054,0.94627,0.91844,0.9601,0.81097,0.64296,0.5103,1.10052,0.00104231,0.00104231,0.00104231
43,1892.75,0.62343,0.56088,1.15356,0.88942,0.92132,0.94991,0.77268,0.69787,0.55225,1.15487,0.00103288,0.00103288,0.00103288
44,1935.98,0.62626,0.55874,1.16549,0.94763,0.91986,0.96544,0.82259,0.64376,0.4687,1.10657,0.00102345,0.00102345,0.00102345
45,1979.03,0.62876,0.55709,1.16072,0.94319,0.91216,0.95783,0.80238,0.66774,0.50544,1.12178,0.00101402,0.00101402,0.00101402
46,2022.87,0.62895,0.55166,1.16161,0.95053,0.93017,0.96217,0.81186,0.65803,0.49711,1.12015,0.00100459,0.00100459,0.00100459
47,2067.49,0.62009,0.53387,1.15614,0.95238,0.92349,0.96109,0.80347,0.67065,0.49767,1.12066,0.000995156,0.000995156,0.000995156
48,2111.9,0.61506,0.54272,1.14899,0.93849,0.92578,0.9572,0.81532,0.62588,0.48151,1.10186,0.000985724,0.000985724,0.000985724
49,2156.09,0.61374,0.53056,1.14818,0.95524,0.92056,0.96187,0.81316,0.63743,0.45028,1.07574,0.000976293,0.000976293,0.000976293
50,2200.14,0.62505,0.53943,1.15086,0.95731,0.91228,0.96054,0.81821,0.63618,0.46809,1.09307,0.000966861,0.000966861,0.000966861
51,2244.21,0.59553,0.51145,1.13832,0.9413,0.91497,0.96031,0.82259,0.61593,0.44422,1.07974,0.00095743,0.00095743,0.00095743
52,2288.84,0.60425,0.51428,1.14182,0.94749,0.91722,0.96159,0.81052,0.64369,0.47802,1.09669,0.000947999,0.000947999,0.000947999
53,2333.03,0.61428,0.52606,1.14763,0.93626,0.9204,0.95689,0.81234,0.63329,0.49606,1.0859,0.000938567,0.000938567,0.000938567
54,2377.45,0.58451,0.5107,1.13506,0.97233,0.90664,0.9621,0.82108,0.62569,0.46112,1.08911,0.000929136,0.000929136,0.000929136
55,2421.59,0.59042,0.50716,1.13228,0.96697,0.90843,0.962,0.82269,0.59908,0.44706,1.07067,0.000919704,0.000919704,0.000919704
56,2465.87,0.59597,0.50402,1.12989,0.97378,0.91436,0.96447,0.81926,0.64135,0.46878,1.1104,0.000910273,0.000910273,0.000910273
57,2510.26,0.59132,0.4978,1.12734,0.96762,0.91018,0.96034,0.8242,0.61716,0.45274,1.06384,0.000900842,0.000900842,0.000900842
58,2554.48,0.59593,0.50642,1.1397,0.9678,0.91477,0.96233,0.82626,0.62021,0.43697,1.07534,0.00089141,0.00089141,0.00089141
59,2599.2,0.58076,0.49612,1.12801,0.96456,0.91205,0.96661,0.8222,0.62213,0.43873,1.07243,0.000881979,0.000881979,0.000881979
60,2643.77,0.57606,0.49171,1.12075,0.93088,0.93898,0.96606,0.82869,0.61796,0.45048,1.08002,0.000872547,0.000872547,0.000872547
61,2687.48,0.58907,0.49904,1.12856,0.94474,0.91392,0.95856,0.81806,0.63463,0.44881,1.0928,0.000863116,0.000863116,0.000863116
62,2731.57,0.58036,0.4897,1.12528,0.96235,0.9185,0.96128,0.82554,0.61797,0.44675,1.0708,0.000853685,0.000853685,0.000853685
63,2775.95,0.56814,0.46912,1.10888,0.95929,0.90774,0.95626,0.83033,0.60829,0.47429,1.07876,0.000844253,0.000844253,0.000844253
64,2820.31,0.57979,0.48671,1.12083,0.9355,0.92449,0.9589,0.80633,0.63665,0.47082,1.10049,0.000834822,0.000834822,0.000834822
65,2864.57,0.57766,0.48659,1.12731,0.95256,0.92263,0.96066,0.81327,0.62022,0.46998,1.084,0.00082539,0.00082539,0.00082539
66,2908.53,0.56488,0.47968,1.11945,0.96182,0.91478,0.9596,0.8258,0.60105,0.46361,1.0747,0.000815959,0.000815959,0.000815959
67,2952.66,0.5709,0.48027,1.11792,0.93401,0.9275,0.95775,0.82624,0.59622,0.47955,1.05042,0.000806528,0.000806528,0.000806528
68,2997.6,0.55772,0.47047,1.10761,0.95587,0.91428,0.95993,0.82587,0.61715,0.45682,1.08123,0.000797096,0.000797096,0.000797096
69,3042.18,0.56142,0.46741,1.11509,0.9528,0.90559,0.95304,0.81026,0.6323,0.49281,1.08857,0.000787665,0.000787665,0.000787665
70,3086.81,0.55716,0.46832,1.11073,0.9558,0.9157,0.9584,0.82206,0.63813,0.46291,1.10337,0.000778233,0.000778233,0.000778233
71,3131.66,0.56485,0.47174,1.11049,0.96943,0.93308,0.96455,0.82502,0.61405,0.43284,1.08309,0.000768802,0.000768802,0.000768802
72,3176.1,0.56332,0.46419,1.11154,0.94314,0.94132,0.96388,0.82664,0.60401,0.43027,1.07271,0.000759371,0.000759371,0.000759371
73,3220.82,0.55365,0.45836,1.10487,0.96082,0.93073,0.95755,0.83147,0.59584,0.43335,1.06288,0.000749939,0.000749939,0.000749939
74,3265.08,0.55455,0.45424,1.10567,0.93818,0.93907,0.96308,0.83215,0.59924,0.4389,1.05622,0.000740508,0.000740508,0.000740508
75,3309.28,0.54554,0.4608,1.10126,0.96366,0.91789,0.96409,0.82702,0.59145,0.44001,1.05345,0.000731076,0.000731076,0.000731076
76,3353.45,0.54166,0.44029,1.09812,0.94894,0.92969,0.96464,0.83587,0.60652,0.43499,1.06806,0.000721645,0.000721645,0.000721645
77,3397.3,0.5515,0.44835,1.10524,0.95232,0.92079,0.95923,0.83086,0.59817,0.44502,1.06503,0.000712214,0.000712214,0.000712214
78,3441.36,0.53966,0.44222,1.10087,0.95669,0.93676,0.96352,0.82748,0.62982,0.45248,1.09855,0.000702782,0.000702782,0.000702782
79,3485.88,0.52964,0.44526,1.09912,0.9584,0.92432,0.96253,0.83449,0.59242,0.42493,1.04984,0.000693351,0.000693351,0.000693351
80,3530.58,0.53559,0.44345,1.09237,0.96578,0.91604,0.96227,0.83037,0.60767,0.45051,1.08043,0.000683919,0.000683919,0.000683919
81,3575.33,0.52862,0.43868,1.08921,0.94298,0.92997,0.96305,0.83246,0.59517,0.44482,1.059,0.000674488,0.000674488,0.000674488
82,3619.93,0.53062,0.4397,1.08675,0.95579,0.91577,0.95773,0.82518,0.61166,0.43723,1.06645,0.000665057,0.000665057,0.000665057
83,3664.42,0.52797,0.4366,1.09413,0.96135,0.92316,0.95847,0.83148,0.59241,0.44482,1.05408,0.000655625,0.000655625,0.000655625
84,3709.19,0.52566,0.42779,1.09021,0.96202,0.92994,0.96188,0.83643,0.59061,0.4194,1.06042,0.000646194,0.000646194,0.000646194
85,3754.06,0.52268,0.42593,1.08584,0.95037,0.9402,0.9665,0.84251,0.58343,0.43024,1.03549,0.000636762,0.000636762,0.000636762
86,3798.14,0.52298,0.43095,1.09138,0.93937,0.93105,0.96279,0.83494,0.61153,0.44653,1.06923,0.000627331,0.000627331,0.000627331
87,3842.59,0.52441,0.42582,1.08824,0.96578,0.92223,0.96146,0.83824,0.59712,0.42472,1.06412,0.0006179,0.0006179,0.0006179
88,3886.93,0.52027,0.41562,1.08727,0.96061,0.91669,0.96213,0.84023,0.59406,0.42058,1.06657,0.000608468,0.000608468,0.000608468
89,3931.01,0.51979,0.4278,1.09244,0.95839,0.92814,0.96492,0.84239,0.58566,0.41205,1.04489,0.000599037,0.000599037,0.000599037
90,3975.6,0.51711,0.42544,1.08184,0.95669,0.91462,0.95592,0.84001,0.58113,0.43117,1.04495,0.000589605,0.000589605,0.000589605
91,4019.84,0.50415,0.41515,1.0773,0.93964,0.92423,0.96187,0.84301,0.58053,0.42751,1.04323,0.000580174,0.000580174,0.000580174
92,4063.91,0.51232,0.41035,1.08061,0.93379,0.93428,0.96156,0.83583,0.59426,0.44432,1.05846,0.000570743,0.000570743,0.000570743
93,4107.71,0.50835,0.41346,1.08063,0.96502,0.93006,0.96614,0.84136,0.59705,0.41248,1.06062,0.000561311,0.000561311,0.000561311
94,4151.55,0.50882,0.41206,1.08072,0.95518,0.91378,0.96243,0.82773,0.61184,0.42966,1.08152,0.00055188,0.00055188,0.00055188
95,4196.15,0.5133,0.41418,1.08276,0.9643,0.9195,0.96333,0.84503,0.58543,0.41743,1.05718,0.000542448,0.000542448,0.000542448
96,4240.4,0.50308,0.40619,1.07537,0.95785,0.9312,0.96448,0.83649,0.59102,0.41837,1.0568,0.000533017,0.000533017,0.000533017
97,4284.65,0.50623,0.40558,1.07527,0.96054,0.92895,0.96198,0.8351,0.61871,0.43483,1.0807,0.000523586,0.000523586,0.000523586
98,4328.75,0.49882,0.40784,1.0738,0.94118,0.93406,0.96202,0.83782,0.59995,0.4379,1.06346,0.000514154,0.000514154,0.000514154
99,4372.36,0.49599,0.40507,1.0718,0.94619,0.92306,0.96199,0.82923,0.62668,0.44108,1.08064,0.000504723,0.000504723,0.000504723
100,4416.65,0.49541,0.3945,1.07144,0.95147,0.92022,0.96163,0.84339,0.59366,0.43195,1.05079,0.000495291,0.000495291,0.000495291
101,4461.16,0.49706,0.39912,1.06882,0.94482,0.91708,0.96226,0.84158,0.60683,0.44725,1.06489,0.00048586,0.00048586,0.00048586
102,4505.78,0.48941,0.39097,1.06392,0.93108,0.94313,0.96482,0.84047,0.61078,0.42816,1.06719,0.000476429,0.000476429,0.000476429
103,4549.96,0.49045,0.39655,1.07113,0.94366,0.92976,0.96673,0.84639,0.59009,0.41579,1.0529,0.000466997,0.000466997,0.000466997
104,4593.93,0.50067,0.40181,1.07292,0.95061,0.94091,0.96496,0.84424,0.59096,0.41149,1.05638,0.000457566,0.000457566,0.000457566
105,4637.89,0.48552,0.39354,1.06089,0.95363,0.94194,0.96643,0.84928,0.58723,0.41928,1.04562,0.000448134,0.000448134,0.000448134
106,4682.63,0.48814,0.40083,1.06987,0.95092,0.93867,0.96316,0.84405,0.58251,0.41273,1.0438,0.000438703,0.000438703,0.000438703
107,4726.48,0.48197,0.38615,1.06648,0.94097,0.94299,0.96203,0.83775,0.59653,0.4224,1.05685,0.000429272,0.000429272,0.000429272
108,4771.09,0.48594,0.39337,1.0644,0.94372,0.93695,0.96327,0.83755,0.59836,0.4239,1.06526,0.00041984,0.00041984,0.00041984
109,4815.62,0.48186,0.38001,1.05956,0.96153,0.93578,0.96297,0.83661,0.5986,0.41655,1.07689,0.000410409,0.000410409,0.000410409
110,4859.83,0.48123,0.38572,1.06198,0.95584,0.91903,0.96383,0.84452,0.60089,0.41961,1.06526,0.000400977,0.000400977,0.000400977
111,4904.2,0.4864,0.39041,1.06653,0.9574,0.91091,0.95905,0.83907,0.60211,0.41867,1.07672,0.000391546,0.000391546,0.000391546
112,4948.88,0.48645,0.38563,1.06736,0.96593,0.91538,0.96029,0.83554,0.60277,0.43989,1.06231,0.000382115,0.000382115,0.000382115
113,4993.72,0.47731,0.38008,1.05707,0.96894,0.91186,0.96181,0.83511,0.6144,0.43305,1.08443,0.000372683,0.000372683,0.000372683
114,5038.17,0.46516,0.37569,1.05706,0.94323,0.92986,0.95931,0.84037,0.60024,0.43447,1.07128,0.000363252,0.000363252,0.000363252
115,5082.1,0.47018,0.3733,1.05608,0.95238,0.92571,0.96093,0.84486,0.58881,0.4313,1.05883,0.00035382,0.00035382,0.00035382
116,5126.29,0.46881,0.36869,1.05535,0.9467,0.93114,0.95679,0.83813,0.60132,0.44402,1.07552,0.000344389,0.000344389,0.000344389
117,5170.79,0.47485,0.37827,1.05879,0.93083,0.94154,0.95748,0.8361,0.58935,0.43087,1.06437,0.000334958,0.000334958,0.000334958
118,5215.23,0.46548,0.37063,1.05193,0.94849,0.92679,0.95783,0.83488,0.60416,0.43726,1.06695,0.000325526,0.000325526,0.000325526
119,5259.6,0.46287,0.36616,1.04981,0.93643,0.92957,0.95757,0.84086,0.59919,0.43344,1.0625,0.000316095,0.000316095,0.000316095
120,5304.08,0.45361,0.36534,1.04997,0.93669,0.92633,0.95708,0.83985,0.59495,0.44109,1.05734,0.000306663,0.000306663,0.000306663
121,5348.57,0.45888,0.36219,1.05087,0.94559,0.9354,0.96103,0.84109,0.59057,0.42021,1.05375,0.000297232,0.000297232,0.000297232
122,5393.25,0.46004,0.36316,1.05113,0.944,0.92524,0.95712,0.84585,0.59256,0.42169,1.05858,0.000287801,0.000287801,0.000287801
123,5437.95,0.46374,0.37396,1.04951,0.95735,0.91834,0.95646,0.84617,0.59251,0.43443,1.0643,0.000278369,0.000278369,0.000278369
124,5482.03,0.45618,0.35839,1.0486,0.9584,0.90919,0.95741,0.84373,0.5877,0.43757,1.05798,0.000268938,0.000268938,0.000268938
125,5525.88,0.45358,0.36168,1.04133,0.94843,0.91797,0.9574,0.8454,0.58949,0.43724,1.05739,0.000259506,0.000259506,0.000259506
126,5569.67,0.44904,0.35622,1.03868,0.95243,0.9122,0.9605,0.84431,0.58041,0.42729,1.05024,0.000250075,0.000250075,0.000250075
127,5614.35,0.44914,0.35885,1.03791,0.9647,0.91207,0.96337,0.84535,0.57543,0.42031,1.03659,0.000240644,0.000240644,0.000240644
128,5658.88,0.44002,0.34943,1.03692,0.95607,0.92368,0.96329,0.8473,0.5731,0.41706,1.03232,0.000231212,0.000231212,0.000231212
129,5703.54,0.45808,0.36355,1.05073,0.92871,0.94074,0.96532,0.84896,0.57665,0.4155,1.0339,0.000221781,0.000221781,0.000221781
130,5747.76,0.44764,0.35509,1.04775,0.95774,0.91908,0.9644,0.84826,0.58786,0.41886,1.04648,0.000212349,0.000212349,0.000212349
131,5791.79,0.44191,0.35247,1.03872,0.95622,0.92108,0.96328,0.8476,0.58779,0.41991,1.0518,0.000202918,0.000202918,0.000202918
132,5835.59,0.43996,0.34811,1.03424,0.95694,0.91429,0.96165,0.84559,0.58784,0.42079,1.05449,0.000193487,0.000193487,0.000193487
133,5880.26,0.43334,0.34681,1.03239,0.96365,0.91994,0.96284,0.84833,0.58688,0.41584,1.05184,0.000184055,0.000184055,0.000184055
134,5924.46,0.43284,0.34288,1.03575,0.95553,0.91812,0.96316,0.8488,0.58417,0.42318,1.04637,0.000174624,0.000174624,0.000174624
135,5968.96,0.44252,0.35014,1.03701,0.96689,0.91249,0.96478,0.85105,0.5846,0.41653,1.04489,0.000165192,0.000165192,0.000165192
136,6013.09,0.43208,0.34593,1.03447,0.94936,0.92309,0.96263,0.84905,0.58318,0.41744,1.04302,0.000155761,0.000155761,0.000155761
137,6056.43,0.44034,0.34985,1.03672,0.9548,0.92447,0.96337,0.85095,0.58858,0.41997,1.05646,0.00014633,0.00014633,0.00014633
138,6101,0.42966,0.3447,1.03142,0.95734,0.92399,0.96157,0.84935,0.59655,0.41994,1.07058,0.000136898,0.000136898,0.000136898
139,6145.63,0.43647,0.34184,1.03561,0.95364,0.92546,0.96014,0.84946,0.59084,0.41686,1.06841,0.000127467,0.000127467,0.000127467
140,6190.07,0.43466,0.33996,1.03068,0.95499,0.92555,0.96262,0.85051,0.59309,0.42375,1.0744,0.000118035,0.000118035,0.000118035
141,6265.25,0.37608,0.27471,1.01797,0.95026,0.9266,0.96293,0.84695,0.58626,0.42729,1.05732,0.000108604,0.000108604,0.000108604
142,6309.01,0.35773,0.24547,0.99018,0.95022,0.92645,0.9613,0.8474,0.59418,0.42509,1.06993,9.91726e-05,9.91726e-05,9.91726e-05
143,6353.71,0.35812,0.24636,0.99313,0.95095,0.92106,0.96069,0.8479,0.58794,0.43238,1.0627,8.97412e-05,8.97412e-05,8.97412e-05
144,6397.86,0.35048,0.24764,0.98971,0.94318,0.9193,0.9601,0.84769,0.58734,0.43125,1.06172,8.03098e-05,8.03098e-05,8.03098e-05
145,6442.06,0.34608,0.2395,0.99262,0.94289,0.91337,0.96115,0.84668,0.58113,0.43027,1.05485,7.08784e-05,7.08784e-05,7.08784e-05
146,6486.03,0.34693,0.23785,0.98998,0.92368,0.93106,0.96149,0.84617,0.58367,0.43083,1.05772,6.1447e-05,6.1447e-05,6.1447e-05
147,6529.29,0.3419,0.23692,0.98121,0.9145,0.93978,0.96152,0.84554,0.58558,0.43112,1.06366,5.20156e-05,5.20156e-05,5.20156e-05
148,6573.29,0.33994,0.23544,0.98747,0.92474,0.93444,0.9621,0.84556,0.58495,0.42963,1.06308,4.25842e-05,4.25842e-05,4.25842e-05
149,6617.41,0.33436,0.23371,0.98294,0.92856,0.93321,0.9624,0.84725,0.58519,0.42871,1.06352,3.31528e-05,3.31528e-05,3.31528e-05
150,6661.87,0.33743,0.23679,0.98106,0.93086,0.92901,0.96237,0.84575,0.58449,0.42648,1.06396,2.37214e-05,2.37214e-05,2.37214e-05
