epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,3101.7,0.57542,0.4129,1.03878,0.95687,0.92191,0.9623,0.80958,0.67458,0.43915,1.08356,0.00082539,0.00082539,0.00082539
34,3179.32,0.57606,0.41208,1.03752,0.95738,0.93401,0.96734,0.81382,0.67423,0.43109,1.09141,0.000806528,0.000806528,0.000806528
35,3261.82,0.57492,0.40971,1.03881,0.94805,0.92491,0.96464,0.82475,0.65429,0.41215,1.06895,0.000787665,0.000787665,0.000787665
36,3340.86,0.57336,0.40339,1.0371,0.94398,0.9303,0.95494,0.81692,0.64526,0.43627,1.05598,0.000768802,0.000768802,0.000768802
37,3419.07,0.57582,0.40545,1.04031,0.92604,0.94061,0.96003,0.81849,0.65831,0.43281,1.06711,0.000749939,0.000749939,0.000749939
38,3497.01,0.57396,0.41167,1.04253,0.94189,0.92206,0.96248,0.81641,0.66186,0.43134,1.06703,0.000731076,0.000731076,0.000731076
39,3580.3,0.56448,0.40053,1.03942,0.94565,0.93526,0.96216,0.817,0.67404,0.4382,1.09222,0.000712214,0.000712214,0.000712214
40,3666.05,0.56744,0.40361,1.03276,0.95249,0.93418,0.96383,0.81262,0.67588,0.43358,1.09156,0.000693351,0.000693351,0.000693351
41,3749.58,0.55984,0.39584,1.02874,0.9455,0.93289,0.95601,0.80988,0.67162,0.44086,1.08025,0.000674488,0.000674488,0.000674488
42,3832.5,0.56516,0.39857,1.03503,0.9294,0.94448,0.95905,0.81931,0.66446,0.42578,1.06284,0.000655625,0.000655625,0.000655625
43,3912.96,0.55104,0.3943,1.02988,0.94597,0.94227,0.9649,0.8173,0.67807,0.41837,1.0864,0.000636762,0.000636762,0.000636762
44,3996.22,0.55165,0.39393,1.02638,0.93841,0.93241,0.95895,0.81601,0.67882,0.4415,1.10076,0.0006179,0.0006179,0.0006179
45,4079.92,0.54988,0.38601,1.02744,0.93016,0.93188,0.95937,0.80936,0.66721,0.43516,1.07432,0.000599037,0.000599037,0.000599037
46,4165.58,0.54738,0.38029,1.02183,0.94457,0.92674,0.95489,0.8107,0.67318,0.42978,1.0822,0.000580174,0.000580174,0.000580174
47,4250.45,0.54227,0.38162,1.02037,0.95192,0.9238,0.95906,0.81162,0.67309,0.41515,1.08907,0.000561311,0.000561311,0.000561311
48,4334.61,0.54469,0.38229,1.02446,0.94575,0.92693,0.95972,0.82059,0.66601,0.42138,1.07897,0.000542448,0.000542448,0.000542448
49,4420.15,0.54207,0.38134,1.02298,0.94714,0.93946,0.961,0.81227,0.67108,0.41989,1.09252,0.000523586,0.000523586,0.000523586
50,4504.06,0.54023,0.37924,1.01919,0.95137,0.92426,0.96001,0.81167,0.66756,0.42913,1.08683,0.000504723,0.000504723,0.000504723
51,4588.79,0.54013,0.37691,1.01425,0.93618,0.92597,0.95849,0.81703,0.66214,0.42603,1.07861,0.00048586,0.00048586,0.00048586
52,4674.74,0.52523,0.36537,1.01376,0.93903,0.93255,0.95926,0.81548,0.66868,0.4285,1.08519,0.000466997,0.000466997,0.000466997
53,4760.65,0.53392,0.37404,1.01595,0.92356,0.95136,0.96275,0.81757,0.6706,0.42087,1.09511,0.000448134,0.000448134,0.000448134
54,4846.62,0.52868,0.36878,1.01378,0.95386,0.92901,0.96117,0.8191,0.66894,0.42104,1.08787,0.000429272,0.000429272,0.000429272
55,4932.35,0.52968,0.36928,1.01479,0.94469,0.9365,0.96229,0.81775,0.66586,0.42282,1.09228,0.000410409,0.000410409,0.000410409
56,5016.81,0.52586,0.36044,1.01433,0.93477,0.93531,0.96106,0.81959,0.66263,0.41736,1.08616,0.000391546,0.000391546,0.000391546
57,5104.28,0.52114,0.36426,1.01075,0.94558,0.92962,0.95814,0.81261,0.66573,0.43148,1.09038,0.000372683,0.000372683,0.000372683
58,5191.85,0.52488,0.37131,1.01656,0.94308,0.93177,0.96205,0.82015,0.65158,0.42173,1.07268,0.00035382,0.00035382,0.00035382
59,5276.42,0.51401,0.35955,1.006,0.94242,0.93758,0.9655,0.82359,0.65216,0.42023,1.0672,0.000334958,0.000334958,0.000334958
60,5363.14,0.51277,0.36412,1.00792,0.94647,0.9414,0.96692,0.82566,0.64982,0.41599,1.0721,0.000316095,0.000316095,0.000316095
61,5450.98,0.51889,0.36319,1.00868,0.94003,0.92868,0.96364,0.82498,0.65329,0.41616,1.07968,0.000297232,0.000297232,0.000297232
62,5534.71,0.51125,0.35791,1.00341,0.94834,0.92685,0.96582,0.82936,0.64659,0.41152,1.07379,0.000278369,0.000278369,0.000278369
63,5617.65,0.50554,0.35144,1.00177,0.95365,0.92732,0.96239,0.82425,0.65236,0.41854,1.0776,0.000259506,0.000259506,0.000259506
64,5699.06,0.50403,0.3526,1.00001,0.93537,0.94662,0.96221,0.82438,0.65128,0.42076,1.08022,0.000240644,0.000240644,0.000240644
65,5779.21,0.49702,0.35155,1.00174,0.94282,0.93684,0.96226,0.82439,0.64784,0.41698,1.07981,0.000221781,0.000221781,0.000221781
66,5902.86,0.46357,0.27476,0.95576,0.94386,0.92335,0.96233,0.82167,0.66472,0.42423,1.09515,0.000202918,0.000202918,0.000202918
67,5982.75,0.45019,0.26435,0.94917,0.93958,0.93781,0.96342,0.82439,0.66498,0.4315,1.09183,0.000184055,0.000184055,0.000184055
68,6062.77,0.44303,0.25902,0.94219,0.9426,0.93606,0.96538,0.82663,0.65852,0.42822,1.08723,0.000165192,0.000165192,0.000165192
69,6142.17,0.43837,0.25617,0.94288,0.95188,0.92321,0.96444,0.82852,0.64902,0.43477,1.08057,0.00014633,0.00014633,0.00014633
70,6222.23,0.4339,0.25594,0.93958,0.94717,0.915,0.96194,0.82603,0.64851,0.43012,1.08241,0.000127467,0.000127467,0.000127467
71,6301.86,0.43245,0.25388,0.94027,0.95299,0.91808,0.96152,0.82569,0.64856,0.43023,1.08459,0.000108604,0.000108604,0.000108604
72,6380.8,0.42849,0.24929,0.93459,0.93346,0.93786,0.96089,0.83175,0.64037,0.42566,1.07781,8.97412e-05,8.97412e-05,8.97412e-05
73,6460.62,0.42726,0.24935,0.93669,0.9527,0.92042,0.96268,0.82814,0.63804,0.42195,1.0766,7.08784e-05,7.08784e-05,7.08784e-05
74,6540.14,0.42253,0.24592,0.93897,0.94534,0.93325,0.96276,0.83172,0.63733,0.419,1.07744,5.20156e-05,5.20156e-05,5.20156e-05
75,6620.04,0.41446,0.24189,0.92525,0.94117,0.93346,0.96347,0.83167,0.63596,0.41936,1.07678,3.31528e-05,3.31528e-05,3.31528e-05
