epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,3213.46,0.67304,0.54837,1.14774,0.94586,0.89432,0.94929,0.78449,0.71017,0.5166,1.13705,0.006304,0.006304,0.006304
58,3269.8,0.66116,0.54372,1.13803,0.92004,0.92135,0.94784,0.78419,0.69524,0.52419,1.12675,0.006238,0.006238,0.006238
59,3326.71,0.66781,0.54696,1.14431,0.94474,0.93155,0.96186,0.80446,0.685,0.4614,1.1137,0.006172,0.006172,0.006172
60,3383.51,0.65692,0.53194,1.13193,0.94615,0.92504,0.9546,0.79539,0.71234,0.50441,1.15372,0.006106,0.006106,0.006106
61,3440.2,0.65129,0.52973,1.13453,0.94488,0.91436,0.95076,0.79521,0.70148,0.50001,1.13885,0.00604,0.00604,0.00604
62,3496.71,0.66023,0.5365,1.14998,0.93746,0.92638,0.96098,0.80368,0.67158,0.47503,1.10866,0.005974,0.005974,0.005974
63,3553.42,0.64997,0.52454,1.13268,0.93824,0.92468,0.96059,0.79609,0.70586,0.4965,1.13966,0.005908,0.005908,0.005908
64,3610.26,0.64531,0.51696,1.12725,0.93376,0.92,0.95619,0.80454,0.69111,0.48876,1.1247,0.005842,0.005842,0.005842
65,3666.99,0.64603,0.51638,1.12646,0.91745,0.93286,0.95916,0.80154,0.682,0.48781,1.11572,0.005776,0.005776,0.005776
66,3723.25,0.63571,0.51467,1.11981,0.93508,0.9167,0.95916,0.81121,0.65408,0.48139,1.09516,0.00571,0.00571,0.00571
67,3780.64,0.64157,0.51635,1.12458,0.94165,0.91711,0.95357,0.80411,0.67677,0.48722,1.10443,0.005644,0.005644,0.005644
68,3837.42,0.63802,0.50725,1.12046,0.94458,0.92019,0.96347,0.80413,0.68813,0.47107,1.12279,0.005578,0.005578,0.005578
69,3894.08,0.6332,0.50037,1.12335,0.95093,0.90255,0.95424,0.80021,0.6542,0.49456,1.09989,0.005512,0.005512,0.005512
70,3950.85,0.63179,0.50668,1.11907,0.93736,0.92542,0.95986,0.8146,0.67386,0.46585,1.11104,0.005446,0.005446,0.005446
71,4007.69,0.62761,0.49422,1.115,0.94832,0.92499,0.95925,0.8072,0.68849,0.47058,1.11185,0.00538,0.00538,0.00538
72,4064.26,0.62494,0.50348,1.12208,0.94693,0.92618,0.95785,0.80769,0.67368,0.4972,1.10204,0.005314,0.005314,0.005314
73,4121.62,0.63274,0.50135,1.11856,0.95155,0.91636,0.95683,0.80903,0.68117,0.47585,1.12555,0.005248,0.005248,0.005248
74,4178.57,0.62446,0.49306,1.11561,0.93584,0.90563,0.95741,0.81024,0.67459,0.48379,1.11471,0.005182,0.005182,0.005182
75,4234.84,0.62177,0.49968,1.11944,0.92743,0.92799,0.95538,0.80499,0.67686,0.46401,1.12258,0.005116,0.005116,0.005116
76,4291.33,0.62026,0.48951,1.11781,0.94469,0.91117,0.95671,0.79845,0.68952,0.49377,1.1279,0.00505,0.00505,0.00505
77,4347.73,0.6169,0.489,1.117,0.93224,0.9186,0.95766,0.80527,0.6807,0.48522,1.11611,0.004984,0.004984,0.004984
78,4404.4,0.60543,0.48099,1.10756,0.94608,0.92427,0.95497,0.80198,0.68436,0.49854,1.11469,0.004918,0.004918,0.004918
79,4461.04,0.60786,0.4833,1.10812,0.93502,0.93942,0.96203,0.80873,0.68128,0.46906,1.12348,0.004852,0.004852,0.004852
80,4517.35,0.60849,0.4748,1.10288,0.94073,0.92006,0.96024,0.81229,0.66674,0.46695,1.11173,0.004786,0.004786,0.004786
81,4573.81,0.60629,0.48289,1.10811,0.93676,0.91203,0.9507,0.80654,0.67391,0.49392,1.11378,0.00472,0.00472,0.00472
82,4630.26,0.60402,0.47977,1.10214,0.95678,0.92593,0.9623,0.81766,0.65423,0.45647,1.09075,0.004654,0.004654,0.004654
83,4686.66,0.60397,0.47251,1.10523,0.95101,0.92943,0.96246,0.81026,0.67953,0.46545,1.10276,0.004588,0.004588,0.004588
84,4743.39,0.59784,0.4698,1.09995,0.94641,0.9253,0.96292,0.81224,0.66878,0.46605,1.09187,0.004522,0.004522,0.004522
85,4800.24,0.59386,0.46596,1.096,0.95917,0.92256,0.96163,0.81518,0.66403,0.46223,1.0848,0.004456,0.004456,0.004456
86,4857.17,0.59342,0.46779,1.09531,0.94018,0.9321,0.9615,0.81189,0.65702,0.46702,1.08431,0.00439,0.00439,0.00439
87,4914.03,0.59495,0.46502,1.0952,0.9429,0.92478,0.961,0.82008,0.65732,0.46313,1.09444,0.004324,0.004324,0.004324
88,4970.68,0.591,0.46239,1.09764,0.94918,0.92764,0.96284,0.81924,0.64296,0.4625,1.07958,0.004258,0.004258,0.004258
89,5027.37,0.59256,0.4629,1.09979,0.95429,0.93046,0.96632,0.81998,0.64821,0.45025,1.09234,0.004192,0.004192,0.004192
90,5083.91,0.58315,0.45333,1.09582,0.94481,0.94647,0.96416,0.81832,0.65531,0.45039,1.10068,0.004126,0.004126,0.004126
91,5162.71,0.58816,0.45252,1.08948,0.95268,0.93359,0.96354,0.82534,0.6608,0.45587,1.10385,0.00406,0.00406,0.00406
92,5223.75,0.57212,0.44988,1.08335,0.9408,0.92439,0.96291,0.82504,0.64386,0.45266,1.09148,0.003994,0.003994,0.003994
93,5278.87,0.56771,0.44911,1.07893,0.94992,0.92744,0.96017,0.82413,0.65352,0.45813,1.09371,0.003928,0.003928,0.003928
94,5339.25,0.57092,0.44312,1.08724,0.95783,0.93945,0.96576,0.82193,0.65329,0.43581,1.08817,0.003862,0.003862,0.003862
95,5394.02,0.57132,0.4466,1.08127,0.94081,0.93291,0.96486,0.82474,0.64203,0.44866,1.07406,0.003796,0.003796,0.003796
96,5448.78,0.57273,0.44571,1.08463,0.94585,0.93359,0.96552,0.82408,0.64531,0.45639,1.08122,0.00373,0.00373,0.00373
97,5503.41,0.56919,0.44046,1.07757,0.9186,0.94761,0.96281,0.8199,0.64013,0.46847,1.08469,0.003664,0.003664,0.003664
98,5559.03,0.56645,0.44009,1.08004,0.93801,0.92102,0.95969,0.82284,0.64366,0.458,1.08429,0.003598,0.003598,0.003598
99,5616.24,0.56564,0.43997,1.08153,0.95005,0.92051,0.95948,0.8266,0.65336,0.4652,1.09134,0.003532,0.003532,0.003532
100,5671.05,0.56255,0.43324,1.07954,0.94374,0.92516,0.95616,0.82378,0.65177,0.453,1.09279,0.003466,0.003466,0.003466
101,5725.82,0.56669,0.43567,1.07893,0.93488,0.93057,0.96185,0.82474,0.64831,0.44731,1.08674,0.0034,0.0034,0.0034
102,5780.84,0.55865,0.43744,1.07616,0.95285,0.92905,0.95899,0.82563,0.64342,0.45035,1.07967,0.003334,0.003334,0.003334
103,5835.55,0.55625,0.43199,1.08058,0.95665,0.9315,0.96201,0.8292,0.64477,0.43723,1.07963,0.003268,0.003268,0.003268
104,5891.66,0.55713,0.42703,1.07516,0.94103,0.93399,0.95729,0.826,0.64205,0.441,1.07117,0.003202,0.003202,0.003202
105,5948.05,0.55596,0.43324,1.0784,0.95353,0.93033,0.96498,0.83307,0.63365,0.42687,1.07106,0.003136,0.003136,0.003136
106,6005.22,0.55198,0.42385,1.07282,0.95774,0.92692,0.96394,0.82349,0.64588,0.43577,1.07805,0.00307,0.00307,0.00307
107,6062.61,0.54824,0.41781,1.06637,0.95059,0.92887,0.96222,0.8247,0.64239,0.43817,1.0865,0.003004,0.003004,0.003004
108,6118.92,0.5462,0.42381,1.0698,0.9501,0.93204,0.96505,0.82871,0.64588,0.43958,1.08739,0.002938,0.002938,0.002938
109,6175.86,0.53731,0.41071,1.0647,0.94699,0.93047,0.9632,0.83415,0.6461,0.44775,1.08013,0.002872,0.002872,0.002872
110,6232.8,0.53946,0.4108,1.06055,0.94092,0.93793,0.96185,0.82356,0.65289,0.45543,1.08444,0.002806,0.002806,0.002806
111,6290.38,0.54553,0.41512,1.06548,0.94049,0.93917,0.95867,0.82651,0.6492,0.45891,1.09044,0.00274,0.00274,0.00274
112,6347.39,0.53465,0.4103,1.0549,0.9366,0.93814,0.95771,0.82638,0.65069,0.45913,1.09566,0.002674,0.002674,0.002674
113,6404.01,0.53315,0.4069,1.06042,0.94027,0.93548,0.95767,0.82129,0.65215,0.45729,1.09941,0.002608,0.002608,0.002608
114,6460.47,0.53627,0.41202,1.06629,0.94817,0.92685,0.95708,0.8255,0.65202,0.45748,1.09919,0.002542,0.002542,0.002542
115,6517.15,0.53138,0.41148,1.06198,0.94776,0.92161,0.95994,0.82908,0.64494,0.45371,1.09104,0.002476,0.002476,0.002476
116,6573.67,0.52411,0.39962,1.05643,0.93944,0.92868,0.95944,0.82607,0.64398,0.45506,1.08873,0.00241,0.00241,0.00241
117,6630.18,0.52392,0.39473,1.05458,0.94383,0.93922,0.9606,0.82781,0.64203,0.44426,1.08213,0.002344,0.002344,0.002344
118,6686.46,0.52981,0.40287,1.05639,0.94442,0.92961,0.96153,0.82845,0.64518,0.44678,1.08408,0.002278,0.002278,0.002278
119,6744.44,0.51938,0.38977,1.04856,0.94738,0.9321,0.96228,0.83298,0.64103,0.44891,1.08036,0.002212,0.002212,0.002212
120,6800,0.51921,0.39819,1.05698,0.9451,0.93109,0.9595,0.83256,0.63394,0.44203,1.07461,0.002146,0.002146,0.002146
121,6854.46,0.51375,0.39154,1.05382,0.94671,0.93288,0.96281,0.82799,0.64957,0.43924,1.09693,0.00208,0.00208,0.00208
122,6909.15,0.51398,0.39089,1.04978,0.9381,0.93487,0.95837,0.82957,0.64541,0.43821,1.09173,0.002014,0.002014,0.002014
123,6964.1,0.51503,0.38972,1.04878,0.9551,0.92717,0.96152,0.82932,0.64562,0.43082,1.09082,0.001948,0.001948,0.001948
124,7019.56,0.52098,0.39862,1.05113,0.95307,0.92741,0.95981,0.82583,0.64245,0.43263,1.08875,0.001882,0.001882,0.001882
125,7076.57,0.50444,0.38463,1.04194,0.95706,0.92898,0.96148,0.83102,0.63507,0.43692,1.08434,0.001816,0.001816,0.001816
126,7131.38,0.51223,0.38823,1.04834,0.95257,0.93042,0.96225,0.82777,0.64118,0.4347,1.08989,0.00175,0.00175,0.00175
127,7186.26,0.50204,0.38176,1.04289,0.95232,0.93216,0.96135,0.82517,0.64247,0.43133,1.08852,0.001684,0.001684,0.001684
128,7240.79,0.50255,0.3782,1.04386,0.95502,0.93042,0.96385,0.83095,0.64371,0.43035,1.09069,0.001618,0.001618,0.001618
129,7294.79,0.49921,0.38145,1.04175,0.95262,0.93359,0.96583,0.83108,0.64701,0.43087,1.09665,0.001552,0.001552,0.001552
130,7350.83,0.50498,0.37978,1.04348,0.93939,0.93733,0.96501,0.82908,0.64927,0.43549,1.09701,0.001486,0.001486,0.001486
131,7408.06,0.49995,0.3808,1.04441,0.94919,0.93641,0.96445,0.82982,0.64592,0.4282,1.094,0.00142,0.00142,0.00142
132,7465.04,0.49843,0.37989,1.03805,0.94835,0.94065,0.96275,0.82908,0.65262,0.4308,1.1024,0.001354,0.001354,0.001354
133,7521.97,0.49382,0.37177,1.03921,0.95293,0.93665,0.963,0.82934,0.64995,0.43634,1.09745,0.001288,0.001288,0.001288
134,7578.64,0.48706,0.37038,1.04129,0.94966,0.93673,0.96121,0.82733,0.65216,0.43774,1.09985,0.001222,0.001222,0.001222
135,7635.69,0.49402,0.3734,1.03835,0.95163,0.93291,0.96108,0.82881,0.64927,0.44236,1.09782,0.001156,0.001156,0.001156
136,7692.27,0.4882,0.36988,1.03966,0.95561,0.93656,0.96298,0.82953,0.65114,0.44003,1.09666,0.00109,0.00109,0.00109
137,7748.91,0.48629,0.36783,1.03464,0.95787,0.93805,0.96341,0.8329,0.65183,0.43649,1.09625,0.001024,0.001024,0.001024
138,7806.32,0.48172,0.37025,1.03394,0.95823,0.93904,0.96244,0.83159,0.65143,0.43821,1.09598,0.000958,0.000958,0.000958
139,7863.01,0.48915,0.37337,1.03471,0.95706,0.93525,0.96344,0.83111,0.6544,0.43579,1.10108,0.000892,0.000892,0.000892
140,7919.73,0.47309,0.35794,1.02823,0.957,0.9375,0.9629,0.82747,0.65514,0.43098,1.10362,0.000826,0.000826,0.000826
141,8006.07,0.43528,0.29018,0.99943,0.95735,0.94017,0.96335,0.82761,0.65434,0.4335,1.10067,0.00076,0.00076,0.00076
142,8062.16,0.42141,0.27406,0.98984,0.95596,0.93197,0.96418,0.83063,0.65431,0.43292,1.09848,0.000694,0.000694,0.000694
143,8118.22,0.41582,0.26708,0.99001,0.95636,0.92898,0.96453,0.83092,0.64993,0.43072,1.09499,0.000628,0.000628,0.000628
144,8174.55,0.40718,0.26458,0.97902,0.94549,0.94013,0.96539,0.82939,0.64864,0.4296,1.09421,0.000562,0.000562,0.000562
145,8230.72,0.40241,0.26033,0.97809,0.95895,0.92785,0.96545,0.83202,0.6499,0.42987,1.09501,0.000496,0.000496,0.000496
146,8286.22,0.39783,0.2594,0.97498,0.95785,0.92929,0.96585,0.83029,0.65246,0.43002,1.0972,0.00043,0.00043,0.00043
147,8342.07,0.39889,0.25695,0.97403,0.95867,0.92773,0.96584,0.82855,0.65535,0.43095,1.10045,0.000364,0.000364,0.000364
148,8398.01,0.38972,0.25239,0.97033,0.95882,0.92738,0.96465,0.82856,0.65564,0.43135,1.10163,0.000298,0.000298,0.000298
149,8453.64,0.38646,0.25151,0.96647,0.9461,0.9395,0.96411,0.83137,0.65301,0.4322,1.09971,0.000232,0.000232,0.000232
150,8508.12,0.38455,0.2479,0.96868,0.94898,0.93805,0.96354,0.83111,0.65128,0.43293,1.09976,0.000166,0.000166,0.000166
